suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
1,96597172,70,1,7047542
5,97062533,2000,1,7117225
5,96597696,500,1,7047576
5,96601131,1000,1,7046900
5,96598162,3000,1,7046700
17,97060115,,,7116502
5,97061945,1000,1,7116597
4,98603050,500,1,7347254
4,102595517,2000,1,7871990
5,98603224,1000,11,7347191
5,98603224,70000,1,7347190
4,99028983,500,1,7404217
5,99291575,28000,1,7439448
4,98604195,1000,1,7347275
11,99299822,2000,1,7439791
8,99291097,200000,9,7438954
16,99787719,100000,9,7506207
5,102613372,4000,1,7875260
1,102595055,500,1,7872454
1,102606900,1100,1,7873751
4,104576474,2000,1,8166599
5,104575664,1000,1,8166567
17,104575668,1000,1,8166056
8,104575668,500,1,8166054
12,105555868,10400,1,8314834
5,97066513,6500,1,7117518
5,97067457,1500,1,7116940
5,97066273,1000,1,7117475
5,97070436,8000,1,7117828
5,97064412,1000,1,7117354
5,97064478,1000,1,7117360
5,97065517,1000,1,7117471
4,97783389,500,1,7222404
16,97062015,1000,1,7116604
5,97062015,1000,1,7117250
17,97062015,500,1,7116605
16,97069021,12000,9,7117073
5,97062962,500,1,7117292
1,97062962,500,1,7116653
5,97066320,7000,1,7117486
1,97070434,1000,1,7117827
4,97067214,500,1,7116911
5,97062024,2000,1,7116610
5,97064206,1000,11,7116682
5,97064206,1200,1,7116681
12,97069350,4000,9,7117765
1,97063276,100,1,7117291
8,97063596,2000,9,7116692
5,97065523,1000,10,7116822
2,97067102,500,1,7117619
5,97067102,1000,1,7117620
17,97067102,1000,9,7117621
5,97071143,20100,1,7117935
1,97070196,200,1,7117792
2,97063109,22000,1,7117316
2,97063538,400,1,7117330
15,97063538,1000,9,7116685
5,97067018,26000,1,7117610
5,97065909,11000,1,7117534
1,97066160,100,1,7116905
5,97070079,1000,1,7117864
5,97791745,20000,1,7223060
5,97066155,1200,1,7116904
1,97069734,500,1,7117121
2,97062994,300,1,7117299
5,97069610,25000,1,7117103
5,97069781,1000,1,7117820
2,97069975,4400,1,7117846
5,97066346,1000,1,7117491
2,97069247,1200,1,7117754
1,98187330,300,1,7285107
1,97070935,500,1,7117898
1,97062031,1000,1,7116615
1,97069980,400,1,7117161
5,97063752,3000,1,7116729
5,97065706,62000,1,7117507
5,97069177,1000,1,7117094
8,97069361,500,9,7117067
1,97069361,18000,1,7117066
13,97069361,500,9,7117068
1,97069561,2800,1,7117096
5,97065647,1000,1,7117497
5,97066088,2000,1,7117562
5,97064427,6400,1,7116726
5,97068979,4000,1,7117767
2,97069448,600,1,7117081
5,97069121,59000,1,7117784
12,97062751,100,1,7117258
17,97062751,1000,9,7117259
5,97065544,1000,1,7116823
5,97070252,1080,1,7117802
4,97792477,500,1,7223059
1,97792477,700,1,7223057
17,97792477,2000,9,7223573
1,97063663,500,1,7117347
5,97068316,4700,1,7117657
5,97070566,14500,1,7117845
5,97064369,1000,3,7116717
1,97070534,300,1,7117843
2,97063750,1600,1,7116727
5,97063750,1000,1,7116728
8,97066620,8000,9,7117536
1,97065100,100,1,7117447
1,97064347,600,1,7117348
5,97068201,7000,1,7116953
5,97068366,2000,1,7117670
5,97069516,500,1,7117089
5,97067095,1000,1,7117616
16,97068419,1000,9,7117684
4,97068497,100,1,7117701
5,97069777,28300,1,7117819
1,97070535,3300,1,7117844
5,97070139,1000,1,7117876
5,97069129,1000,1,7117088
5,97071119,56000,1,7117931
5,97066537,1000,1,7117523
5,97066642,3500,1,7117538
5,97062948,1200,1,7117290
5,97067474,4000,1,7116943
2,97068362,3600,1,7117669
4,97069071,30,1,7117781
5,97070212,2000,1,7117795
15,97070212,1500,9,7117102
13,97070212,6000,9,7117100
5,97070381,1000,1,7117817
2,97066248,200,1,7117472
5,97066248,1000,1,7116821
5,97067088,1000,1,7117615
5,97068217,4000,1,7117646
5,97069756,200,1,7117123
5,97065394,3900,1,7117453
1,97066532,900,1,7117521
5,97066532,4000,1,7117522
5,97069936,16000,1,7117155
5,97070758,20000,1,7117874
1,97070993,200,1,7117908
5,97062730,8000,1,7117256
17,97068455,8000,9,7117693
5,97070244,187500,1,7117801
5,97065110,1000,1,7117449
1,97070751,300,1,7117873
5,97070913,5000,1,7117895
2,97071166,27000,1,7117942
5,97068397,6000,1,7117679
5,97068999,1000,1,7117769
5,97068957,1100,1,7117056
5,97066879,11000,1,7117583
5,97065620,250,1,7116844
5,97070797,2000,1,7117877
5,97063005,150,1,7117303
5,97062787,2000,1,7117268
1,97066170,500,1,7116909
5,97067359,1000,1,7116932
5,97067117,3000,1,7117627
5,97070755,2000,1,7117184
5,97071392,500,1,7118224
2,97062726,1300,1,7117255
5,97071478,1000,1,7118235
5,97066790,2000,9,7117565
5,97066994,14000,1,7117607
5,97066992,2000,1,7116929
2,97068318,890,1,7117659
5,99296782,28000,1,7439700
5,99029868,1000,3,7403911
1,99040581,200,1,7405749
5,99286903,1000,1,7438731
4,98186821,40,1,7285561
5,99295745,28000,1,7439620
5,101737018,1000,1,7766226
1,104579776,500,1,8167334
3,101737747,1000,9,7766319
5,101737747,3000,1,7765542
5,102595424,7000,1,7871977
3,102595424,2800,1,7871976
1,102595520,500,1,7871991
2,102595411,3500,1,7871973
5,102595411,7000,1,7871974
12,105560462,7460,1,8315926
1,104575846,500,1,8166077
1,105555156,500,1,8315584
1,97773419,2300,1,7220029
17,97773126,1000,9,7220762
8,97773126,2000,1,7220760
16,97773126,10000,9,7220761
5,97773658,2000,1,7220066
5,97773499,1000,1,7220039
5,97775307,2000,1,7220185
2,97773271,25000,1,7220001
1,97773129,1300,1,7220763
5,97776216,5000,1,7220929
5,97775383,2000,1,7220196
16,97777360,10000,9,7220943
1,97773348,300,1,7220018
5,97777602,1500,1,7221347
1,97773750,500,1,7220714
1,97775118,600,1,7220911
4,97775118,600,1,7220912
2,97777943,46000,1,7221399
5,97776055,2000,1,7220898
5,97773040,48000,1,7220749
5,97776596,2000,1,7220981
2,97776905,600,1,7221027
5,97778522,1000,1,7221491
5,97780220,500,1,7221571
2,97780220,100,1,7221186
17,97778739,1000,9,7221513
4,97778739,1000,1,7221512
1,97780191,1000,1,7221567
5,97777989,1001,1,7221021
5,97779338,7300,1,7221489
8,97779338,2000,9,7221084
1,97779338,9200,1,7221488
5,97781604,5500,1,7222283
8,97777164,1000,9,7221063
16,97778306,11000,9,7221456
4,97779225,500,1,7221066
5,97780797,20000,1,7221674
5,97780518,10000,1,7221612
5,97778026,1000,1,7221409
1,97780641,200,1,7221637
5,97781496,1000,1,7221681
1,97772446,200,1,7220648
5,97775180,33500,1,7220161
5,97781670,4700,1,7222296
5,97780557,1150,1,7221619
1,97780697,100,1,7222245
5,97777570,1500,1,7221344
5,97775800,1000,1,7221252
5,97777059,1000,1,7221046
2,97780335,48000,1,7221586
5,97781622,3000,1,7222285
2,97778049,100,1,7221411
5,97772280,23000,1,7220632
5,97772233,3000,1,7220628
5,97774907,4510,1,7221269
5,97779891,15000,1,7221169
5,97780738,500,1,7221659
5,97771995,4000,1,7219962
5,97774760,300,1,7220854
17,97775828,1000,9,7221254
5,97775828,3000,1,7221253
2,97773023,800,1,7220746
5,97780142,3000,1,7222201
1,97781442,300,1,7222253
5,97775793,3000,1,7221250
8,97776383,1000,9,7220946
5,97776878,9140,1,7221023
16,97776984,2000,9,7221037
5,97779709,1000,1,7221139
5,97771127,1000,1,7220618
5,97773640,2000,1,7220062
5,97775043,2000,1,7220896
5,97779423,8000,1,7221102
5,97774855,3000,1,7220867
4,97779226,2500,1,7221476
5,97779531,1000,1,7221120
5,97781479,2000,1,7221672
1,97772958,1500,1,7220733
5,97774508,3000,1,7220825
5,97777188,2000,1,7221311
2,97772287,5900,1,7220635
1,97772287,3000,1,7219967
5,97772287,2600,1,7220636
5,97772988,2000,1,7220739
5,97774895,3000,1,7220870
5,97778196,20000,1,7221428
2,97778196,2000,1,7221427
5,97781756,5000,1,7222305
5,97775322,1000,1,7220812
5,97774488,20000,1,7220820
17,97774488,18000,9,7220821
5,97778055,1000,1,7221413
5,97781800,300,1,7222312
5,97771966,2000,1,7219959
1,97771966,3500,1,7219957
2,97771966,1000,1,7219958
8,97773843,16000,9,7220107
2,97773013,400,1,7220744
5,97773013,8000,1,7220745
5,97774484,2500,1,7220819
4,97776059,4400,1,7221292
5,97772427,2000,1,7220646
5,97774319,500,1,7220165
5,97781218,1000,1,7222211
1,97772554,200,1,7220660
5,97773344,2000,1,7220016
5,97773733,6000,1,7220092
5,97774926,3000,1,7220878
1,97774312,100,1,7220796
5,97780034,2000,1,7221189
5,97781619,1000,1,7222284
17,97781454,2000,9,7222255
5,97781454,2000,1,7222254
5,97774919,3000,1,7220877
5,97772983,2000,1,7220737
5,97775556,3000,1,7221223
5,97774942,5000,1,7221272
8,97776542,1000,9,7220964
5,97779247,4000,1,7221481
2,97780456,500,1,7221606
5,97780456,2000,1,7221607
17,97781348,,,7222236
5,97781084,1000,3,7221712
5,97774271,500,1,7220786
5,97777013,14000,1,7221429
4,97774971,1000,1,7220883
5,97775990,300,1,7221278
1,97779276,1700,1,7221072
5,97778206,3000,1,7221435
2,97778206,100,1,7221434
1,97774277,500,1,7220789
5,97774577,26000,1,7220834
5,97775115,211000,1,7220910
5,97779517,3000,1,7221510
5,97781582,1000,1,7222278
5,97779537,1000,1,7221122
2,97781629,1700,1,7222287
1,98187737,200,1,7285605
5,97774910,500,1,7220874
1,97774910,7000,1,7221270
2,97774910,5000,1,7221271
5,97777441,1000,1,7221332
17,97777063,,,7221047
5,97773031,5000,1,7220748
1,97774874,500,1,7220869
5,97776283,1000,1,7220938
5,97771877,1000,1,7219943
5,97773346,1200,1,7220017
5,97774654,1000,1,7220843
5,97779593,2000,1,7221128
5,97781646,1000,1,7221702
15,97772467,1000,9,7220652
4,97773131,100,1,7220764
2,97780561,810,1,7221621
1,97780561,470,1,7221620
5,97775587,5000,1,7221226
5,97775208,14000,1,7220167
1,98186935,200,1,7285163
1,98603419,500,1,7348216
1,104576572,500,1,8166617
1,98187014,200,1,7285183
1,98603484,500,1,7348228
5,99287187,1000,1,7439199
1,99029971,200,1,7403927
5,98187734,30000,1,7285601
17,99286720,1000,1,7438178
5,99286773,500,1,7438719
5,99788598,28000,1,7505617
1,99794754,200,1,7505960
1,99795610,200,1,7506678
8,99789409,4000,1,7506281
8,99789409,6000,9,7506280
2,101738323,1000,1,7766279
17,101737509,500,1,7765488
5,101738081,8500,1,7765597
11,101738081,14000,1,7765598
1,101738083,500,1,7765602
1,101738088,500,1,7765603
2,102595050,500,1,7871978
5,102595050,2000,1,7872452
1,104576417,500,1,8166592
4,104576333,1000,1,8166581
1,104576543,500,1,8166609
1,104576421,500,1,8166071
1,104576568,500,1,8166615
1,104575864,500,1,8166081
1,105556218,500,1,8315590
12,105559736,15080,1,8315128
5,97785980,400000,1,7222618
5,97786399,5000,1,7222081
15,97784409,6000,9,7221928
5,97784252,1000,1,7221897
5,97786229,1000,1,7222047
2,97789005,3000,1,7222835
5,97789047,3000,1,7223352
5,97785121,4000,1,7222563
5,97783721,500,1,7222453
2,97793102,7800,1,7223152
5,97793102,1000,1,7223706
5,97784476,1000,1,7221938
5,97784515,1000,1,7222482
8,97786800,900,1,7222141
5,97783708,5000,1,7222449
1,97785672,200,1,7222050
5,97786603,1000,1,7222111
4,97787332,500,1,7222184
5,97786206,2000,1,7222040
3,97788007,500,1,7222763
5,97788007,7500,1,7222764
5,97788081,1000,1,7222776
5,97789438,2000,1,7223349
16,97794223,30000000,9,7223174
5,97787708,1000,1,7222724
5,97793823,5000,1,7224236
5,97794355,500,1,7223734
1,97795333,14000,1,7223809
16,97795333,3000,9,7224305
5,97795333,86000,1,7223810
5,97795535,14000,5,7224324
5,97797760,30000,1,7223998
17,97793500,1000,9,7223193
5,97794408,500,1,7223745
15,97795289,1000,11,7223803
2,97793348,2500,1,7223162
12,97793348,1500,1,7223164
5,97790302,2100,3,7223385
1,97793850,50,1,7224242
5,97795339,1500,1,7224306
4,97798262,250,1,7224466
5,97789037,2000,1,7222842
4,97797771,100,1,7223999
17,97797771,3000,9,7224000
5,97793173,500,1,7223715
5,97789861,38060,1,7223412
5,97795174,118000,1,7224297
5,97796886,1000,1,7224370
5,97797252,10,1,7223948
5,97793837,2500,1,7224238
5,97794826,5000,1,7224255
5,97794049,1000,1,7224271
5,97796772,4600,1,7223868
5,97796489,56000,1,7223827
5,97795686,3000,1,7224338
2,97795686,100,1,7224337
5,97798539,500,1,7224516
5,97784674,16500,1,7222495
5,97786222,10000,1,7222044
9,97784104,1000,11,7222507
5,97784104,23000,1,7222506
5,97787589,1000,1,7222709
1,97796087,500,1,7224426
5,97793966,1000,1,7224256
5,97785279,500,1,7222531
5,97785941,100,1,7222614
5,97794886,1000,1,7223784
1,97795474,200,1,7224317
15,97798373,5000,9,7224488
5,97798373,4000,1,7224487
5,97787391,250,1,7222678
14,97795472,1000,9,7223828
5,97795774,5600,1,7224353
5,97795958,3300,1,7223913
5,97789945,1000,1,7223425
5,97796228,2000,1,7224303
17,97796069,3000,9,7224419
16,97796069,1000,9,7223935
5,97785349,28000,1,7222001
13,97795944,500,1,7224387
5,97795944,1000,1,7224385
12,97786255,1300,1,7222049
5,97786255,2000,1,7222048
5,97789424,2000,1,7222837
5,97795185,1000,1,7223795
17,97793397,5000,3,7223173
5,97783731,4000,1,7222456
5,97787309,1000,1,7222667
1,97788924,100,1,7222812
5,97794774,7000,1,7223776
5,97798272,2000,1,7224470
1,97796098,400,1,7223939
13,97798599,9000,9,7224527
5,97786549,2300,1,7222108
5,97795327,1000,1,7224304
5,97794854,1000,1,7223781
17,97796379,,,7223821
16,97786204,4000,1,7222038
5,97793644,500,1,7224216
4,97783876,700,1,7221946
5,97786951,1000,1,7222660
5,97796331,17500,1,7223818
2,97796331,5300,1,7223817
1,97796331,16350,1,7223816
2,97796151,51000,1,7224445
5,97787951,27000,1,7222753
5,97789833,15000,1,7222895
2,97796949,1000,1,7223901
1,97798515,250,1,7224509
5,97785982,1000,1,7222619
5,97788020,2000,1,7222766
5,97798267,1000,1,7223964
1,97785937,200,1,7222612
8,101747713,203000,9,7767082
5,101747713,143900,1,7767081
3,101747713,74000,1,7767080
3,101740842,2000,1,7766556
4,101740831,500,1,7766555
2,97783805,2000,1,7222471
5,97787203,100,1,7222157
5,97793984,3500,1,7224259
1,97783822,50,1,7221933
5,98188449,1000,1,7286269
8,97794017,11000,9,7224267
5,97797677,3000,1,7223991
5,97785471,500,1,7222550
2,97789179,1000,1,7223367
1,97794914,1300,1,7223787
5,97790002,1400,1,7222924
1,97793855,50,1,7224243
1,97798521,400,1,7224511
5,97784080,1150,1,7222504
5,97786762,20,1,7222637
5,97796736,500,1,7223857
1,97798462,1250,1,7223992
5,97787408,1430,1,7222195
5,97795685,800,1,7224336
15,97798268,3000,9,7224468
5,97798268,28000,1,7224467
5,97787595,1000,1,7222711
1,97798248,7600,1,7224463
5,97786083,8000,1,7222635
5,97789441,100,1,7222843
16,97789441,2000,9,7222844
8,97796723,1000,9,7224335
5,97797218,1500,1,7224431
2,97797218,250,1,7223942
5,97795935,500,1,7224383
5,98193896,15000,1,7286688
5,98604052,1000,1,7348314
1,98605188,1000,1,7348335
5,98604004,5000,1,7348306
17,99286949,3000,9,7438739
5,99287352,2000,1,7439227
1,99030396,200,1,7403976
5,98604978,100,1,7347379
5,98604576,2000,1,7348251
1,98604917,500,1,7347370
2,98604413,9000,1,7347310
5,98604413,16000,1,7347311
1,98604413,19000,1,7347309
5,98604571,125000,1,7347334
2,98604571,31000,1,7347333
2,98604571,1000000,9,7347332
1,98188028,200,1,7285655
4,98188815,200,1,7286336
2,99795530,14400,1,7506670
5,99795530,4000,1,7506671
8,99795530,3000,9,7506672
1,98604893,100,1,7347367
17,99786557,10000,1,7505486
5,99786557,7000,1,7505164
4,101740888,500,1,7766564
2,99786535,16000,3,7505480
4,102595442,400,1,7871981
1,101745291,500,1,7766112
1,102595509,200,1,7871989
1,102595777,200,1,7872025
1,104576725,300,1,8166640
5,104576546,1000,1,8166611
17,104576071,500,1,8166120
16,105555144,1000,9,8315583
5,105555144,2000,1,8315582
17,105555109,1000,11,8315575
1,105557152,200,1,8315725
5,105555285,3000,1,8315568
5,98194492,4000,1,7286681
5,98193967,1000,1,7286696
1,98195425,200,1,7286143
5,98188540,1000,1,7286285
2,98188540,7000,1,7285711
5,98190325,3000,1,7286414
5,98192163,1000,1,7286571
1,98190536,2000,1,7285904
2,98190536,300,1,7285905
5,98190536,1000,1,7285906
1,98191021,700,1,7286502
2,98191021,300,1,7286503
5,98194096,1000,1,7286109
2,98195051,4000,1,7286754
5,98189318,100,1,7285720
5,98191715,3000,1,7285938
16,98194176,8000,9,7286114
5,98195211,1000,1,7286119
5,98188576,1000,1,7286297
5,98192747,1000,1,7286596
5,98193832,2350,1,7286079
11,98195489,1000,9,7286152
5,98195159,500,1,7286766
5,98196199,25000,1,7286149
5,99287594,1000,4,7438774
4,98195368,20,1,7286138
1,98191301,1900,1,7285899
2,98191301,100,1,7286426
5,98191301,4000,1,7285900
2,98191564,800,1,7285919
5,98191517,1000,1,7285914
5,98191673,1000,1,7285932
4,98191694,1000,1,7286487
17,98194449,1000,11,7286675
5,98191373,1000,1,7286436
5,98192685,4600,1,7286588
16,98192685,1000,9,7286589
5,98193975,500,1,7286089
1,98196424,1800,1,7286174
4,98196424,7000,1,7286175
5,98189248,20000,1,7285704
2,98188513,900,1,7285703
5,98191520,1000,1,7285915
1,98195123,600,1,7286762
5,98195587,1000,1,7286167
8,98195587,1000,9,7286168
12,98195587,1070,1,7286169
12,98193732,3000,9,7286068
5,98193964,4000,1,7286695
5,98195496,1000,1,7286788
5,98188510,100,1,7285700
5,98190171,4000,1,7286411
5,98190550,4000,1,7286442
12,98189338,600,1,7286302
15,98189338,1000,11,7285726
4,98190662,100,1,7286455
5,98193542,500,1,7286030
5,98193172,1000,1,7286641
1,98192339,200,1,7286543
5,98193047,30000,1,7286624
5,98193165,2000,1,7286639
5,98188517,1000,1,7286279
5,98188565,4000,1,7286293
5,98194349,5100,1,7286662
1,98190687,100,1,7286457
5,98194233,1300,1,7286647
5,98194577,500,1,7286691
5,98194018,2000,1,7286098
5,98195143,8000,1,7286764
5,98192549,10,1,7285978
4,98195080,100,1,7286757
5,98192925,1000,1,7286614
5,98193152,1000,1,7286637
5,98194103,620,1,7286110
4,98191562,300,1,7286463
5,98194618,2800,1,7286694
5,98194691,4000,9,7286095
5,98194691,72000,1,7286708
5,98194938,200,1,7286741
5,98195072,2000,1,7286755
5,98192419,2000,1,7286553
17,98192517,100,1,7286566
5,98192517,1404000,1,7285977
16,98192517,1000,1,7286565
4,98195552,100,1,7286162
5,98191109,1000,1,7285955
5,98194321,500,1,7286658
5,98191423,16000,1,7285908
1,98192674,1000,1,7286587
5,98193372,3000,1,7285992
4,98195530,40000,9,7286158
1,99288890,300,1,7438828
1,98192230,100,1,7286525
5,98193921,3000,1,7286087
16,98192484,21000,9,7286563
12,98192484,1500,1,7286562
5,98192665,500,1,7286583
1,98194664,600,1,7286703
5,98194226,2000,1,7286646
5,98194657,200,1,7286702
5,98192125,1000,1,7286564
5,98192671,6000,1,7286586
5,98192932,1000,1,7286615
5,98192479,4000,1,7286561
5,98195161,5000,1,7286767
17,98608897,,,7348588
5,98608926,4000,1,7347718
1,98194370,17200,1,7286065
2,98194370,30600,1,7286066
5,98194370,2000,1,7286067
5,98193477,10000,1,7286008
5,98194781,1000,1,7286717
5,99287641,4000,4,7439262
16,99287641,1001000,9,7439263
5,98194919,100,1,7286738
5,98189352,2000,1,7285728
17,98192965,500,1,7286619
12,99786219,11000,9,7505445
2,99786227,702700,1,7505131
1,102595791,500,1,7872028
1,99787350,300,1,7505144
4,101751756,500,1,7767709
1,102595650,500,1,7872008
1,104576090,500,1,8166127
1,104575910,500,1,8166619
1,104576830,1000,1,8166663
2,104576830,1000,9,8166664
1,104577442,500,1,8166171
5,105556239,1000,1,8315592
17,105556239,5000,9,8315593
3,105555337,800,3,8314761
2,105559738,28400,1,8315129
5,98612033,4000,1,7347975
5,98606843,3000,1,7347521
2,98613167,7200,1,7348019
5,98610711,6670,1,7348700
5,98610024,1000,1,7347845
2,101735287,7000,1,7765246
5,98611367,500,1,7347894
2,101740237,7000,1,7766451
12,98606667,300,1,7347496
5,98606861,500,1,7347525
5,98612146,1000,1,7348815
16,98609850,16000,9,7347832
5,98606169,1000,1,7348482
5,98611895,3700,1,7347957
5,98613252,1000,1,7348004
5,98609385,200,1,7347777
5,98608686,2000,1,7347691
5,98611663,1000,1,7347927
5,98611734,2000,1,7347936
5,98607099,2000,1,7347574
5,98605847,1000,1,7348436
5,98609719,1000,1,7347817
1,98613361,2300,1,7348018
5,98613435,1000,1,7348026
5,98608776,1000,1,7347704
12,98611572,900,1,7347920
5,99033689,10,1,7404461
5,98606407,2000,1,7347449
5,98607137,3000,1,7347580
1,99031076,500,1,7404370
5,98607115,160000,1,7347577
1,99288009,200,1,7439310
5,98608620,1000,1,7347678
5,98612059,300,1,7347982
5,98605743,1000,1,7347488
1,98613549,200,1,7348859
16,98607225,84000,9,7348490
5,98609354,1000,1,7347767
5,98611537,2000,1,7347914
5,98612936,1000,1,7348816
5,98606157,92000,1,7348477
3,98606157,2100,1,7348476
5,98610892,2000,1,7348715
2,98612642,200,1,7348789
5,98612763,1000,1,7348798
5,98606589,2000,1,7347480
5,98608241,2000,1,7347601
5,98605587,100,1,7347465
17,98606145,1000,7,7348473
5,98608131,1000,1,7348622
1,98606390,200,1,7348387
5,98613294,2000,1,7348010
5,98610634,1000,1,7348687
5,98613022,152000,1,7348827
5,98610512,8000,1,7347801
5,98606938,1000,1,7347539
5,98606746,4300,1,7347505
5,98606785,4000,1,7347515
5,98609646,3000,1,7347806
1,98613035,1000,1,7348830
5,98613558,50,3,7348037
15,98612820,1000,1,7348805
5,98612820,1000,1,7348804
4,100556776,300,1,7609365
4,101734959,26000,1,7764990
1,101735187,500,1,7765237
1,101735093,1500,1,7765013
4,101734939,2000,1,7764981
1,101734948,500,1,7764986
1,102602104,400,1,7873419
4,101734949,1000,1,7764987
1,101735552,200,1,7765305
1,102595790,200,1,7872490
1,104576327,500,1,8166579
1,104576013,400,1,8166109
1,102596524,500,1,7872502
12,99034608,1500,1,7404584
5,99034608,1000,1,7404583
5,99051111,300,1,7407355
5,99038181,6500,1,7404809
5,99045727,200,1,7406243
13,99045727,1000,9,7406244
2,99050044,5000,1,7406489
5,99036109,4000,1,7405397
5,99039543,2000,1,7405614
5,99036364,2000,1,7405428
5,99041398,2000,1,7404949
5,99034803,1000,1,7404614
5,99035153,1000,10,7404663
5,99035153,1000,11,7404664
5,99044161,10500,1,7405174
12,99043353,200,1,7405066
5,99042691,500,1,7405879
5,99051271,2000,1,7406518
5,99051303,1000,1,7406521
16,99047701,4000,9,7406365
5,99047701,1000,1,7406122
5,99043441,1000,1,7405077
5,99034534,1000,1,7404571
16,99034534,48000,9,7404572
1,99036261,1000,1,7405407
5,99041797,1000,1,7404993
12,99041337,6000,1,7404940
5,99036317,17000,1,7404699
5,99034376,1000,1,7404555
5,99042896,3000,1,7405124
5,99045688,6000,1,7406240
5,99035562,2000,1,7404604
5,99037071,10000,1,7404798
2,99036430,10,1,7404712
5,99051292,1000,1,7406520
1,99051910,500,1,7406585
5,99037084,5000,1,7404800
1,99041189,300,1,7404922
5,99051955,2600,1,7406588
5,99050919,1000,1,7407337
5,99052306,1000,1,7407375
15,102596109,1000,11,7872059
16,102596109,1000,11,7872061
16,102597492,2000,9,7872109
5,99034312,28600,1,7404550
2,99034312,500,1,7404549
2,99037063,500,1,7404797
8,99043388,25000,9,7405069
16,99049329,1000,1,7406431
5,99043500,1000,1,7405083
5,99041415,3600,1,7404950
5,99043769,1000,1,7405118
5,99051909,4100,1,7406584
5,99039217,3000,1,7405558
5,99035730,3000,1,7405330
5,99044482,30000,1,7405969
5,99042411,400,1,7405848
5,99043177,1000,1,7405941
5,99040869,500,1,7405774
5,99041889,1000,1,7405003
5,99049239,2000,1,7406415
2,99047294,400,1,7406319
4,99047294,80000,9,7406321
4,99047294,800,1,7406322
5,99039589,5000,1,7405621
4,99046806,100,1,7406119
5,99050378,1000,1,7407273
5,99046295,100,1,7406068
4,99050964,1000,1,7407340
5,99043502,9800,1,7405084
14,99044561,1000,11,7405980
1,99288831,200,1,7438826
5,99051318,4000,1,7406524
1,105556398,500,1,8314802
5,99787067,10000,1,7505565
1,101736430,250,1,7765102
2,101736444,7000,1,7765104
1,101735666,500,1,7765332
1,101735299,500,1,7765249
1,101735689,500,1,7765338
1,101736463,500,1,7765108
1,102596525,500,1,7872501
1,104576961,500,1,8166690
1,104577083,500,1,8166707
1,105555713,200,1,8314810
5,99292033,1000,1,7439483
2,99293455,9800,1,7439509
5,99293455,30000,1,7439037
1,99293455,300,1,7439508
5,99299763,4000,1,7439779
8,99299763,3000,9,7439780
5,99296424,2000,1,7439195
5,99301202,500,1,7440352
5,99296898,2000,1,7440240
5,99289910,3500,1,7439396
1,99294925,1000,1,7439148
16,99294191,24000,9,7439075
15,99294516,28000,1,7439110
5,99299991,3000,1,7439819
12,99301648,700,1,7440403
5,99290381,3000,1,7438905
4,99296361,3000,1,7439657
5,99296289,5050,1,7439184
5,99296352,5200,1,7439188
2,99294812,100,1,7439141
12,99294989,1000,9,7439153
5,99294989,1000,1,7439152
5,99295889,10000,1,7439167
5,99295488,8000,1,7439606
12,99298329,2000,1,7440270
17,99298329,19000,9,7440271
12,99289895,100,1,7438907
5,99292826,3000,1,7439036
16,99294566,7000,1,7439118
5,99294566,500,1,7439117
5,99295386,2000,1,7439598
2,99297414,10,1,7439675
1,101736139,500,1,7765421
5,99294981,5000,1,7439149
5,99300707,8000,1,7439897
5,99292903,2000,1,7439042
5,99295215,3700,1,7439582
1,99299714,13810,1,7440303
5,99294891,1500,1,7439147
13,99296877,4000,7,7440237
12,99289893,1000,11,7439394
17,99296541,,,7440204
5,99301510,2000,1,7440391
1,99292545,500,1,7439004
5,99292545,1000,1,7439005
5,99293627,13000,1,7439520
15,99293627,19000,9,7439521
5,99294210,1000,1,7439079
16,99294170,30000,3,7439119
5,99296221,14000,1,7439175
5,99293703,56000,1,7439529
17,99293703,1000,1,7439530
1,99294314,500,1,7439554
5,99290359,3000,1,7439393
5,99290447,1000,1,7438911
2,99791065,500,1,7506455
5,99791065,60000,1,7506456
5,99790600,25500,1,7505729
5,99788914,1000,1,7506322
5,99790485,7000,1,7505718
2,99790181,15000,1,7505695
4,101736623,4000,9,7765139
5,101736728,1000,1,7765157
15,101736728,1000,11,7765158
1,101736936,200,1,7766209
2,101737249,7000,1,7765447
4,101735930,100,1,7765367
1,104577824,200,1,8167218
1,101735837,1000,1,7765148
17,101736793,200,1,7765180
5,101736994,1,1,7765430
1,102595737,250,1,7872484
1,102597187,250,1,7872066
1,102596303,100,1,7872482
1,102597775,400,1,7872566
1,102598318,500,1,7872587
1,102596588,250,1,7872057
1,102597259,40,1,7872080
1,102596177,200,1,7872065
1,102597679,250,1,7872125
17,102602115,1000,9,7872778
1,102602392,250,1,7873422
4,104576842,10,1,8166665
1,104578611,40,1,8166776
1,104579849,250,1,8166938
4,104578385,4000,9,8166744
1,104577741,20,1,8167205
2,104577356,1000,1,8166162
1,104577072,250,1,8166163
4,104576123,4000,9,8166129
1,105556347,200,1,8315608
1,105556603,250,1,8315649
1,105556449,250,1,8315625
5,99797110,1000,1,7506106
5,100561743,2000,1,7610414
2,102598353,500,1,7872591
1,102597273,250,1,7872083
1,101736041,400,1,7765402
5,99799111,1000,1,7507210
5,99793914,100,3,7506582
5,99798323,1000,1,7506126
5,99796713,1000,1,7506064
